Author	Year	Title	Publication Type
National Statistics Office	2003	The 2000 Philippine Census	Monograph
National Statistics Office, & ORC Macro	2004	The 2003 National Demographic and Health Survey	Survey
National Statistics Office	1997	The 1995 Philippine Census	Monograph
Okamura, J.	1998	The global Filipino diaspora as an imagined community	Online
Peterson, J. T.	1993	Generalized extended family exchange: A case from the Philippines	Journal Article
Peterson, J. T.	1990	Sibling exchanges and complementarity in the Philippine highlands	Journal Article
Pollack, O.	1948	Social adjustment in old age: A research planning report	Monograph
Quadagno, J.	1999	Aging and the life course: An introduction to social gerontology	Monograph
Republic of the Philippines	X	Republic Act No. 9257	X
Retherford, K. D., & Choe, M.	1993	Statistical models for causal analysis	Monograph
Samonte	1985	The elderly in the Philippine society	Monograph
Sarmiento, E. M.	1990	Family structure and relations of the elderly	Monograph
Sluzki, C. E.	2000	Social networks and the elderly: Conceptual and clinical issues, and a family consultation	Journal Article
Suh, M. K.	1992	The elderly population in Korea: Their health status and kin-based social support	Journal Article
Sugisawa, H., Liang, J., & Liu, X.	1994	Social networks, social support, and mortality among older persons	Journal Article
Unger, J. B., et. al.	1999	Variation in the impact of social network characteristics on physical functioning in elderly persons: MacArthur studies of successful aging	Journal Article
United Nations	1996	Added years of life in Asia: Current situation and future challenges	Journal Article
United Nations	1999	The world population prospects: The 1998 revision	Monograph
United Nations	1999	The World population prospects: The 1998 revision	Monograph
Willimans, L., &  Domingo, L.	1992	The social status of the elderly within the household in the Philippines	Research
Wolchik, S. A., Beals, J., & Sandier, I.	1989	Mapping children's support networks: Conceptual and methodological issues	Monograph
World Health Organization	X	Mean, ageing and health: Achieving health across life span	Online
Zablan, Z. C.	1983	Trends and differentials in mortality. Population of the Philippines: Current Perspectives and Future Prospects	X
Abassi, N., & Ifran, M.	1986	Socio-economic effects in international migration on Pakistani families left behind	Monograph
Abrera-Mangahas, M.	1987	Filipino overseas migration: Focus on 1975-1986	X
Aganon, M.	1995	Migrant labor and the Filipino family	Monograph
Andres, T.	1989	Positive Filipino values	Monograph
Anunciason, R.	1997	The cost of migration	Journal Article
Arellano-Carandang, M.	1987	Filipino children under stress: Family dynamics and therapy	Journal Article
Asis, M.	1995	Overseas employment and social transformation in source communities: Findings from the Philippines	Journal Article
Battistella, G., & Conaco-Gastardo, M.	X	Impact of labor migration on the children left behind	Monograph
Battistella, G.	1992	Migration: Opportunity or loss?	Monograph
Bautista, M.	1985	Economic consequences of overseas employment	Journal Article
Beltran, R., et. al.	1996	Filipino women migrant workers: Effects on the family and challenges for intervention	Monograph
Choe, M. K., Hatmadji, S. H., et al.	2004	Substance use and premarital sex among adolescents in Indonesia, Nepal, the Philippines and Thailand	Journal Article
Cruz, V.	1987	Seasonal orphans and solo parents: The impact of overseas migration	X
Carino, B.	1987	Impacts of emigration in sending countries	Monograph
Carino, B.	1998	Filipinos on the move: Trends, dilemmas and policy options	Monograph
De Jong, G. F., & Fawcett, J. T.	1981	Motivation for migration: An assessment and a value-expectancy research model	Monograph
Gardner, R., & De Jong, G. F.	1981	Migration decision making: Multi-disciplinary approaches to macro level studies in developed and developing countries	Monograph
Go, E.	1985	A community level study	Journal Article
Go, E.	1993	Filipino family in the eighties	Monograph
Go, E.	2001	Internadonal labor migration and the Filipino family: Examining the social dimensions	Journal Article
Guerrero, S., & Ballescas, M.	1988	Filipino labor abroad: The impact of international labor migration	Journal Article
Hirsch, T.	1969	Causes of delinquency	Monograph
Hugo, G.	1995	International labor migration and the family: Some observations from Indonesia	Journal Article
Jampaklay, A.	2006	Evidence from a longitudinal study in Kanchanaburi, Thailand	X
Juco, E.	1984	To the Middle East with hope	X
Kandel, K.	2001	X	Journal Article
Lu, Y.	2006	The effect of labor migration and remittances on children's education among Blacks in South Africa	Research
Maccoby, E. E., & Martin, S.	1983	Socialization in the context of the family: Parent-child interaction	X
Maccoby, E. E.	1992	The role of parents in the socialization of children: A historical overview	Journal Article
Massey, D., et. al.	1993	Theories of international migration	Journal Article
Opiniano, J.	2002	Migration and social development: Challenges to return migration and reintegration in the Philippines	X
Olimova, S., & Bose, I.	2003	Labor migration from Tajikistan	X
Papademetriou, D., & Martin, P.	1991	Labor migration and development: Research and policy issues	Monograph
Poster, M.	1978	Critical theory of the family	Monograph
Perez, A., & Patacsil, P.	1998	Philippine migration studies: An annotated bibliography	Monograph
Pertierra, R.	1992	Remittances and returnees: The cultural economy of migration in Ilocos	Monograph
Prigol, P. H.	X	The impact of migration on the Filipino family	Journal Article
Ramirez, M.	1987	The socio-cultural presuppositions of Filipino outmigration	Monograph
Retherford, R., & Choe, M.	1993	Statistical models for causal analysis	Monograph
Rutter, M.	1981	Maternal deprivation reassessed	Monograph
Siddiqui, A.	X	The economic and non-economic impact of labor migration from Bangladesh	Monograph
Torres, A.	1995	Rethinking the Filipino family	Monograph
Russell, S. S.	X	International migration: Implications for the World Bank	X
Shryock, H., et al.	1976	The methods and materials of demography	Monograph
Soriano, M.	1996	Implications of labor migration: A focus on the Philippine experience	Journal Article
Sto. Tomas, P.	1984	Overseas employment in the Philippines: Policies and program	Monograph
Tan, E.	2000	Filipino overseas employment - an update	Discussion Paper	
Vasquez, N.	1993	Economic and docial impact of labor migration	Journal Article
Yeoh, B., et. al.	2002	Migrants and family relation in the Asia Pacific Region	Journal Article
Zhao, H.	2004	Guanzhu nongcun 'liushou' zinv	Journal Article
Catholic Bishops Conference of the Philippines-Episcopal Commission on Migrants and Itinerant People	2002	The itinerant	X
Episcopal Commission for the Pastoral Care of Migrants and Itinerant People	X	Migration situationer and impact, biblical inspiration and pastoral challenges	X
X	2004	Hearts apart: Migration in the eyes of Filipino children	Monograph
World Bank	1995	World development report 1995: Workers in an integrating world	Monograph
X	2002	International migration: Facing the challenge	Journal Article
X	1999	Impact of migration on children	Journal Article
X	X	Impact of migration: A village study	Journal Article
Save the Children	2006	Left behind, left out: The impact on children and families of mothers migrating for work abroad	X
National Statistics Office	2002	Survey on overseas Filipinos	X
Institute of Labor and Manpower Studies	1984	Working abroad: The socio-economic consequences of contract labor migration in the Philippines	X
Martin, S.	2001	Global migration trends and asylum	Journal Article
X	X	X	Online
X	X	X	Online
X	X	X	Online
X	X	X	Online
Alcantara,  A.	1994	Gender roles, fertility and the status of married Filipino men and women	Journal Article
Asian Population Studies	1976	Population asects of manpower and employment: A regional overview	X
Balisacan, A., & Hill, H. 	2002	Poverty and inequality	Monograph
Barclay, G.	1958	Techniques in population analysis	Monograph
Bauer, J.	1990	Demographic Change and Asian labor markets	Journal Article
Bisgrove, E., & Viswanathan, M.	1997	Framework for the analysis of the impact of family planning on women's work and income	Working Paper
Caldwell, J., & Caldwell, P.	1986	X	Journal Article	
Castillo, G.	1981	The Filipino woman: Wife, mother, worker and citizen. 	X
De Guzman, E., Go, E., & Yordan, E.	1994	Gender differentials in the Philippine analysis of the 1990 Population Census	Monograph
Denton, F. T., & Ostry, S.	1969	Working life table for Canadian males	Monograph
Darand, J. D.	1948	The labor force in the United States, 1890-1960	Monograph
Eviota, E.	1992	The political economy  of gender: Women and the sexual division of labor in the Philippines.	Monograph
Farooq, G. M.	1981	Population, labor force and employment: Concepts, trends and policy issue.	X
Flieger, W., & Cabigon, J.	1994	Life table estimates for the Philippines, its regions and provinces, by sex: 1970, 1980, and 1990.	Monograph
Fullerton, H. N.	1972	A new type of working life table for men.	Journal Article
Garfinkle, S.	1955	Changes in working life of men 1900-2000.	Journal Article
Gnasekharan, K. S.	1960	Increasing length of working life.	Journal Article
Haines, M.	1979	Fertility and occupation: Population patterns in industrialization.	Book
Herrin, A., & Pernia, E.	2002	Population, human resource and employment.	Book
Hussmanns, R., et al.	1990	Survey on economically active population, employment, unemployment and underemployment: An ILO Manual on concepts and methods	X
Jaffe, A. J. & Stewart, C.	1951	Manpower resources and utilization: Principles of working force analysis.	Book
Joint Economic Committee of the US.	1989	Economic implication of demographic change in the United Nations.	Journal Article
Kanako, T.	1969	 An abridged working life table for Japanese males: 1965.	Journal Article
Kono, S.	1963	Abridged working life for Japanese males: 1930, 1950, 1955.	Journal Article
Kpedepko, K.	1969	On working life tables in Ghana with particular reference to female working population.	Journal Article
Kpedepko, K.	1969	Working life tables for males in Ghana, 1960.	Journal Article
Kupinsky, S.	1977	The fertilility of working women in the United States: Historical trends and theoretical perspectives.	Book
Morada, H. B., & Kim, Y.	X	Labor force projections by age and sex for the Philippines: 1970-2000.	Monograph
National Statistics Office	X	Census of Population and Housing, 1970, 1980, 1990 and 1995.	X
Nazaret, F., et al.	1977	Working life tables for males and females in the Philippines: 1970.	Monograph
Joint Economic Committee of the US.	1989	Economic implication of demographic change in the United Nations.	Journal Article
Ruzicka, L. T.	1973	Length of working life for Australian males: 1933-1966.	Journal Article
Salleh, A.	1976	Mortality differences among racial communities in peninsular Malaysia and their implication on economically active life.	X
Salleh, A.	1981	Preliminary analysis on economically active life of male population of the Philippines: 1960 and 1970 using tables of working life.	X	
Seghal, J. M.	1986	 An introduction to techniques of population and labor force projections.	Monograph
Takala, J.	2002	Introductory report: Decent work - safe work.	Report
United Nations	1968	Methods of analyzing census data on economic activities of the population.	Journal Article
United Nations	1995	Program of Action of the 1994 International Conference on Population and Development.	Journal Article
Weeks, J.	1989	Demography.	X
Wolfbein, S. L.	1949	The length of working life.	Journal Article
Wool, H.	1950	Methods of constructing tables of working life for man.	Journal Article
Women Development Service	1994	National sectoral report on women, agriculture and rural development.	X
Woytinsky, W. S.	1938	Median ages and expected period of work.	X
Adair, L., et. al.	1997	Exploring the complexity of women's lives: Family planning, children, decision-making, domestic work and labor force participation in Cebu, Philippines.	Online
Adams, L. S., et. al.	1996	Effects of childbearing on Filipino women's labor force participation and earning.	Online
Cabigon, J. V.	1990	Philippine mortality in changing times.	Dissertation
Carman, B.	1995	X	Online
Domingo, L.	1984	Changing labor force in the Philippines	X
Herrin, A., et al.	2000	Planning: A review of the ASEAN Population Programme's contribution to the integration of population and development planning.	Online
Pillsburry, et. al.	2000	Women's empowerment and reproductive health: Labor force participation rate and employment.	Online
X	2002	X	Online
X	X	X	Online
Agresti, A., Finlay, B.	1997	Statistical methods for the social sciences	Monograph
Alarcon, M., Villalpando, S., & Fajardo, A.	1997	Breast-feeding lowers the frequency and duration of acute respiratory infection and diarrhea in infants under six months of age	Journal Article
Alcantara, A., Rodriguez, M., & Cabigon, J.	2000	Determinants of child mortality and morbidity	X
Anderson, M.	X	The impact of breastfeeding on infant and child morbidity and mortality: in child health priorities for the 1990s	Report
Cabigon, J.	1990	Philippine mortality in changing times.	Thesis
Cabigon, J.	2000	Revisiting the 'best' covariates of infant and child mortality: the Philippine case	Journal Article
Caldwell, J.	1996	Demography and social science	Journal Article
Caselli, G., Vallin, J., & Wunsch, G.	X	Health, morbidity, and causes of death	X
Chen, Y.	1988	Chang-Ning epidemiological study of children's health: passive smoking and children's respiratory diseases	Journal Article
Colley, J.	1974	Influence of passive smoking and parental phlegm on pneumonia and bronchitis in early childhood	Monograph
Costello, M., Jensen, E., & Lleno, L.	1994	Determinants of infant/child morbidity and health care utilization: findings from the 1993 National Demographic Survey of the Philippines	Journal Article
Da Vanzo, J., & Habicht., J.	1986	Infant mortality decline in Malaysia, 1946-1975: the roles of changes in variables and changes in the structure of relationships	Journal Article
Dayrit, E.	1999	A national program for control of acute respiratory infections: the Philippine experience	Journal Article
Deb, S.	1998	Acute respiratory disease survey in Tripura in case of children below five years of age	Journal Article
Department of Health	1999	National objectives for health Philippines 1999-2004	Monograph
Garenne, M., Ronsmans, C., & Campbell, H.	1992	The magnitude of mortality from acute respiratory infections in children under 5 years in developing countries	Journal Article
Glenzen, W., & Alpers, M.	1999	Maternal immunization	Journal Article
Gwatkin, D.	2000	Socioeconomic differences in health, nutrition and population in the Philippines for the HNP	X
Kartasasmita C.	1992	Evaluation of risk factors for acute respiratory infections in under-five children in a transmigratory urban area at Bandung, Indonesia	Journal Article
Kaushik, P.	1995	Nutritional correlates of acute respiratory infections	Journal Article
Leeder, S.	1978	Influence of family factors on the incidence of lower respiratory illness during the first year	Journal Article
Leowski, J.	1986	Mortality from acute respiratory infections in children under 5 years of age: global estimates	Journal Article
Mishra V., & Retherford, R.	1997	Cooking smoke increases the risk of acute respiratory infection in children	Journal Article
Mosley, W.	1958	Will primary health care reduce infant and child mortality? A critique of some current strategies, with special reference to Africa and Asia	X
Mosley, W., & Chen, L.	1984	An analytical framework for the study of child survival in developing countries	Journal Article
National Statistics Office	1993	National Demographic Survey 1993	Monograph
National Statistics Office, Department of Health, & Macro International Inc.	1999	National Demographic and Health Survey 1998	Monograph
National Statistics Office, Department of Health, & Macro International Inc.	2004	National Demographic and Health Survey 2003	Monograph
Omariba, D.	2001	Child morbidity in Kenya: does women's status matter?	X
Omran, A.	1971	The epidemioogic transition:  theory of the epidemiology of population change	Journal Article
Palloni A., & Tienda, M.	1986	The effects of breastfeeding and pace of childbearing on mortality at early stages	Journal Article
Philippine Health Statistics	2000	Health intelligence service	Monograph
Popkin, B., Adair, L., Akin, J., Black, R., Briscoe, J., & Flieger, W.	1990	Breastfeeding and diarrheal morbidity	Journal Article
Pungrassami, P.	1995	Country report on epidemiologic research on acute respiratory infection	Proceedings
Rahman M., &  Rahman, A.	1997	Prevalence of acute respiratory tract infection and its risk factors in under five children	X
Rossi-Espagnet, A., Goldstein, G., & Tabibzadeh, I.	1991	Selected health problems	Journal Article
Ruutu, P., & Lucero, M.	1994	Respiratory infections	X
Lankinen, K.	X	Health and disease in developing countries	Monograph
Steinhoff, M.	1991	Prevalence and treatment of acute respiratory infection in three DHS countries	Proceedings	
Tupasi, T., Velmonte, M., Sanvictores, M., Abraham, L., de Leon, L., Tan, S., Miguel, C., & Saniel, M.	1988	Determinants of morbidity and mortality due to acute respiratory infection: implications for intervention	Journal Article
UNICEF/WHO	2006	Pneumonia: the forgotten killer of children	X
Vallin, J., Caselli, G., & Surault, P.	X	Behavior, lifestyles, and sociocultural factors  factors of mortality	X
Cassefli, G., Vallin, J., & Wunsch, G.	X	Demography: Analysis and Synthesis	X
World Health Organization	1984	A programme for controlling acute respiratory infections in children: memorandum from a WHO meeting	Journal Article
World Health Organization	1998	Bulletin of the World Health Organization	X
World Health Organization	1992	Implementation of the global strategy for health for all by the Year 2000, second evaluation and eighth report on the world health situation	Monograph
World Health Organization	2005	The World Health Report	Monograph
Yoon, P.	1997	The effect of malnutrition on the risk of diarrheal and respiratory mortality in children less than two years of age in Cebu, Philippines	Journal Article
Zablan, Z.	1988	The morbidity and mortality differentials: Philippines	Report
Zaman, K.	1997	Acute respiratory infections in children: a community based longitudinal study in rural Bangladesh	Journal Article
Abejo, S., Go, E., Cruz, G., & Marquez, M.	2006	2003 NDHS further analysis: contraceptive use, discontinuation, and switching behavior in the Philippines.	Monograph
Adongo, P., Phillips, J., & Bianka, F.	1998	The influence of traditional religion on fertility regulation among the Kassena-Nankana of Northern Ghana.	Journal Article
American Society for Reproductive Medicine	2003	Age and Fertility, A Guide for Patients.	Online
Appleton, S.	1995	Socio-Economic Factors, Fertility and Its Proximate Determinants in Cote d'ivoire.	X
Babycentre	2005	The Effects of Age on Fertility.	Online
Becker, G.	1981	A Treatise on the Family.	Monograph
Bernhard, M., & Uddin, M.	1990	Islam and family planning acceptance in Bangladesh.	Journal Article
Bertrand, J., Magnani, R., Hardee, K., & Angle, M.	1994	Access, quality of care, and medical barriers in international family planning programs.	Unpublished
Birdsall, N.	1985	The effects of family planning programs on fertility in the developing world.	Monograph
Boserup, E.	1985	Economic and demographic interrelationship in Sub-Saharan Africa.	Journal Article
Caldwell, J., Gaminiratne, K., Caldwell, P., De Silva, S., Caldwell, B., Weeraratne, N. and Silva, P.	1987	The role of traditional fertility regulation in Sri Lanka.	Journal Article
Caldwell, J., & Ware, H.	1973	The evolution of family planning in Australia.	Journal Article
Caldwell, J.	1981	Theory of fertility decline.	Monograph
Casterline, J., & Palabarica-Costello, M.	2002	Fertility decline in the Philippines: Current status, future prospects.	Monograph
Chamratrithirong, A., & Stephen, E.	1986	Determinants of contraceptive method choice in Thailand.	Monograph
Chaudhary, A.	1976	Some socio-economic birth rate with special variables affecting reference to female education in Pakistan.	Journal Article
Choe, M., & Park, I.	1989	Patterns and covariates of contraceptive method choice in the Republic of Korea.	Monograph
Choe, M., Zablan, Z., Gealogo R., & Kantner, A.	1993	Contraceptive use discontinuation in the Philippines: Components and covariates.	Monograph
Cochrane, S., & Guilkey, D.	1991	Fertility intentions and access to services as constraints on contraceptive use in Colombia.	X
Concepcion, M.	2003	Population: How and Why it Matters.	Online
Coale, A., & Hoover, E.	1958	Population growth and economic development in low-income countries.	Monograph
Da Vanzo, J., Ann, R., & Othman, R.	1989	Determinants of contraceptive method choice in peninsular Malaysia, 1961-75.	Monograph
Davis K. & Blake J.	X	Social structure and fertility.	Journal Article
De Guzman, E.	1994	Fertility and mortality in the Philippines: Estimates from recent data.	Monograph
Dreze, J., & Sen, A.	1994	India: Economic development and social opportunities.	X
Easterlin, R., & Crimmins, E.	1985	The fertility revolution: A demand supply analysis.	Monograph
Easterlin, R.	1980	Modernization and fertility: A Critical Essay.	Monograph
Economic Commission for Africa	1991	Implication of the apparent impact of Structural Adjustment Programme (SAP) on population.	Monograph
Ekouevi, K. & Adepolu, A.	1995	Adjustment, social sectors and demographic change in Sub-Saharan Africa.	Journal Article
ESCAP	1992	Family planning programmes in Asia and the Pacific: Implications for the 1990s.	Journal Article
Fapohunda, E., & Todaro, M.	1988	Family structure, implicit contacts and the demand for children in Southern Nigeria.	Journal Article
Feyisetan, B., & Ainsworth, M.	1996	Contraceptive use and the quality, price, and availability of family planning in Nigeria.	Journal Article
Gajanayake, I.	1989	Traditional contraception in Sri Lanka.	Monograph
Gilis, M., Perkins, D., Roemer, M., & Snodgrass, D.	1992	Economics of development.	Monograph
Hansen, S.	1996	Population: Its challenge to economic and social scientists.	Journal Article
Isiugo-Abanihe, U.	1994	The socio-cultural context of high fertility among Igloo women.	Journal Article
Jain Anrudh, K.	1985	The impact of development and population policies on fertility in India.	Journal Article
Khan, M., & Rahman, M.	1995	Determinants of contraceptive method choice in rural Bangladesh.	Unpublished
Laing, J.	1987	Periodic abstinence in the Philippines: New findings from a national survey.	Journal Article
Livi-Bacci, M.	1997	Population, constraint, and adaptation: A historical outlook.	Monograph
Lesthaeghe, R., & Jolly, C.	1995	The start of Sub-Saharan fertility transition: Some answers and many questions.	Journal Article
Limanonda, B.	1991	The study of interaction between clients and grassroot family planning workers: Implications for programme performance.	X
Lindert, P.	1980	Child costs and economic development.	Monograph
Lucas, D.	1980	Fertility.	Monograph
Malthus, T.	1976	An essay on the principle of population.	Monograph
Mason, K.	1994	Do population programs violate women's human rights?	Monograph
Mauldin, W.	1991	Contraceptive use in the year 2000.	Monograph
Merrick, T.	1998	Population and poverty: New views on an old controversy.	Journal Article
Molyneaux, J., Lerman, C., Pandi, E., & Wibisono, S.	1990	Correlates of contraceptive method choice in Indonesia.	Journal Article
National Statistical Coordination Board	2003	Annual per capita poverty thresholds, poverty incidence and magnitude of poor families: 2000 and 2003.	Online
National Statistical Coordination Board	2005	2000 and 2003 poverty estimates.	Online
National Statistics Office	1994	National demographic survey 1993.	Survey
National Statistics Office, Department of Health, & Macro International Incorporated	1999	National demographic and health survey 1998.	Survey
National Statistics Office	2004	National demographic survey 2003.	Survey
National Research Council, & Committee on Population	1993	Factors affecting contraceptive use in Sub-Saharan Africa.	Monograph
Thang, N., & Anh, D.	2002	Accessibility and use of contraceptives in Vietnam.	Journal Article
Obadan, M., & Odusola, A.	1990	Savings, investment and growth connections in Nigeria: Empirical evidence and policy implications.	Journal Article
Odusola, A., Oyediran, K., Bogunjoko, J., & Adeyemo, J.	1998	Adjustment policies, gender dynamics and family size reduction in Nigeria: A case study of Lagos State.	X
Odusola, A., Oyediran, K., Bogunjoko, J., & Adeyemo, J.	1998	Adjustment policies, gender dynamics and family size reduction in Nigeria: A case study of Kaduna State.	X
Olusanya, P.	1989	Human reproduction in Africa: Fact, myth and the Martyr Syndrome.	Journal Article
Orbeta A. Jr.	2002	Population and poverty: A review of the links, evidence and implications forthe Philippines.	Discussion Paper
Orbeta A., & Pernia, E.	1999	Population growth and economic development in the Philippines: what has been the experience and what must be done?	Discussion Paper
Parado, J., & Bulatao, R.	1989	The contraceptive method mix: An overview.	X
Perez, A.	1994	Fertility in the Phillippines: What the 1993 National Demographic Survey say.	Paper
Philips, J.	1974	 A multivariate analysis of the effect of the administration of services upon the choice of contraceptive methods in the Phiiippines.	X
Po, A.	2001	The determinants of current contraceptive method choice in the Philippines.	Thesis
Potter, J., Mojarro, O., & Nunez, L.	1987	The influence of health care on contraceptive acceptance in rural Mexico.	Journal Article
Rele, J., Kapoor, P., & Khan, M.	1989	Determinants and consequences of contraceptive method choice in India.	Monograph
Reyes, C., & Valencia, L.	2007	Poverty reduction strategy and poverty monitoring: Philippine case study.	Online
Rindfuss, R., Swicegood, C., & Bumpass, L.	1989	Contraceptive choice in the United States: Process, determinants, and change.	Monograph
Salaff, J.	1985	Family size intentions and socio-economic status in Singapore, 1974-1981.	Journal Article
Satyajeet N., & Sureender, S.	1997	Female work status and its relationship with fertility and child loss in Orissa.	Journal Article
Shah, N., Shah, M., & Radovanovic, Z.	1998	Patterns of desired fertility and contraceptive use in Kuwait.	Journal Article
Somboonsuk, A., Xuto, N., Gray, R., & Grossman, R.	1978	A field study of the choice and continuity of three contraceptive methods in a rural area in Thailand.	Journal Article
Stewart, F.	1992	Can adjustment programme incorporate the interest of women?	Monograph
Teitelbaum, M.	1977	Relevance of demographic transition theory for developing countries.	Journal Article
Westoff, C., & Jones, E.	1977	The secularization of U.S. Catholic birth control practices.	Journal Article
WHO Task Force on Psychological Research in Family Planning and Task Force on service Research in Family Planning	1980	User preferences for contraceptive methods in India, Korea, the Philippines, and Turkey.	Journal Article
World Bank	2001	Attacking poverty: The World Bank.	Monograph
Young, A.	1995	The tyranny of numbers: Confronting the statistical realities of East Asian growth.	Journal Article
Afifi, A., May, S., & Clark, V.	2012	Practical multivariate analysis. (5th ed.).	Book
Asian Development Bank	2009	Poverty in the Philippines: Causes, constraints, and opportunities.	Monograph
Cruz, G., Natividad, J., Saito, Y., and Gonzales, M.	X	Aging in the Philippines: Findings from the 2007 Philippine study on aging.	Monograph
Demographic and Health Surveys Program	X	Data quality and use.	Online
Demographic and Health Surveys Program	X	DHS overview.	Online
Demographic Research and Development Foundation, & University of the Philippines Population Institute	2014	The 2013 young adult fertility and sexuality survey in the Philippines: Key findings.	Monograph
Demographic Research and Development Foundation, & University of the Philippines Population Institute	X	2002 young adult fertility and sexuality survey technical notes on the creation of the wealth index.	Monograph
Department of Social Welfare and Development	X	The Pantawid Pamilyang Pllipino Program (4Ps).	Online
Dutton, W., & Blank, G.	2013	Cultures of the Internet: The Internet in Britain.	Survey
Elliott, A. C., & Woodward, W. A.	2007	Statistical Analysis: Quinn Reference Guidebook with SPSS Examples.	Monograph
Ericta, C., & Fabian, E.	2009	A documentation of the Philippines' family income and expenditure survey.	Discussion Paper
Ericta, C., & Luis, J.	2009	A documentation of the annual poverty indicators survey.	Discussion Paper
Fabio, M., Choi, Y., & Bird, S.	2012	 A Systematic review of demographic and health surveys: data availability and utilization for research.	Online
Falkingham, J., & Namazie, C.	2002	Measuring health and poverty: A review of approaches to identifying the poor.	Monograph
Filmer, D., & Pritchett, L.	2001	Estimating wealth effects without expenditure data or tears: An application to educational enrollment in states of India.	Journal Article
Filmer, D., & Pritchett, L.	1999	The effect of household wealth on educational attainment: Evidence from 35 countries.	Journal Article
Fry, K., Firestone, R., & Chakraborty, N.	2014	Measuring equity with nationally representative wealth quintiles.	Monograph
Galperin, H., Mariscal, J., & Barrantes, R.	2014	The internet and poverty: Opening the black box.	X
Institute Nacional De Estadistica	2007	Poverty and its measurement: The presentation of a range of methods to obtain measures of poverty.	X
Lister, R.	2004	Poverty.	Monograph
National Economic and Development Authority	2011	Philippine Development Plan 2011-2016.	Monograph
Natividad, J.	2013	Teenage pregnancy in the Philippines: Trends, correlates and data sources.	Journal Article
Oxford Poverty & Human Development Initiative	2015	Global MPI Interactive Data: Philippines.	Online
Oxford Poverty & Human Development Initiative	2011	Multidimensional Poverty Index (MPI) at a glance (Country Briefing: Philippines).	Monograph
Philippine Statistics Authority - National Statistical Coordination Board	X	2013 First Philippine Statistics Authority Semester Poverty Statistics.	Online
Philippine Statistics Authority - National Statistical Coordination Board	2013	Poverty statistics - Data and charts.	Online
Reyes, C., & Tabuga, A.	2012	Conditional Cash Transfer Program in the Philippines: Is it Reaching the Extremely Poor?	Discussion Paper
Reyes, C., & Valencia, L.	X	Poverty Reduction Strategy and Poverty Monitoring: Philippine Case Study.	Online
Rutstein, S.	X	Steps to constructing the new DHS Wealth Index.	Online
Rutstein, S.	2008	The DHS Wealth Index: Approaches for Rural and Urban Areas.	Working Paper
Rutstein, S., & Johnson, K.	2004	The DHS Wealth Index.	Report
Rutstein, S., & Staveteig, S.	2014	Making the demographic and health surveys wealth index comparable.	Report
Sahn, D., & Stifel, D.	2000	Assets as a Measure of Household Welfare in Developing Countries.	X
Sahn, D., & Stifel, D.	2000	Poverty comparisons over time and across countries in Africa.	Journal Article
Siegel, J. & Swanson, D.	2004	Methods and Materials of Demography.	Monograph
Social Weather Station	2015	First Quarter 2015 Social Weather Survey: Families rating themselves as Mahirap or Poor at 51%: Families who were food poor fall to 36%.	Survey
Solomon-Fears, C.	2015	Teenage pregnancy and prevention: Statistics and programs.	X
World Bank	X	Poverty headcount ratio at $1-25 a day.	Online
Ahmed, Hassali, & Aziz.	2009	An assessment of the knowledge, attitudes, and risk perception of Pharmacy students regarding HIV/AIDS.	Journal Article
Balk, D., & Lahiri, S.	1997	Awareness and knowledge of AIDS among Indian women: Evidence from 13 states.	Journal Article
X	2008	Awareness and opinions about HIV/AIDS among secondary school teachers in Ogura State, Nigeria.	Monograph
CGPH	2010	Sexual Behaviour and Networks in Thimphu, Bhutan: a rapid assessment.	Monograph
Fako, T. T., Kangara, L. W., & Forcheh, N.	2010	Predictors of knowledge about HIV/AIDS among young people: Lessons from Botsowna.	Journal Article
Genberg, B. L., Hlavka, Z., Konda, K. A., Maman, S., Chariyalertsak, S., Chingono, A., et al.	2009	Comparison of HIV/AIDS-related stigma in four countries: negative attitudes and perceived acts of discrimination towards people living with HIV/AIDS.	Journal Article
Glick, P., & Sahn, D. E.	2007	Changes in HIV/AIDS knowledge and testing behavior in Africa: how much and for whom?	Journal Article
Hazaraka, I.	2010	Knowledge, attitude, beliefs and practices in HIV/AIDS in India: Identifying the gender and rural-urban adifferences.	Monograph
Health, C. F.	2010	Sexual behaviors and networks in Thimphu, Bhutan: A rapid assessment.	Monograph
Hochbaum, G.	1958	Public participation in medical screening programs: A socio-psychological study.	Monograph
ICDDR-B.	2008	HIV/AIDS behaviour survey among the general population in Bhutan, 2006.	Survey
Khan, M. A.	2002	Knowledge on AIDS among female adolescent in Bangladesh: Evidence from the Bangladesh demographic and health survey.	Journal Article
Kiragu.	2001	Youth and AIDS: Can we avoid the catastrophe?	Report
Kumar, A., & Lal, P.	1996	Does knowledge inflence practise releted to HIV transmission.	Journal Article
Li, X., Lin, C., Gao, Z., Stanton, B., Fang, X., Yin, Q., et al.	2004	HIV/AIDS knowledge and the implications for health promotion programme among Chinese college students: geographic, gender and age differences.	Monograph
Liamputtong, P., Haritavorn, N., & Kiatying-Angsulee, N.	2009	HIV and AIDS, stigma and AIDS support groups: Perspectives from women living with HIV and AIDS in central Thailand.	Monograph
Meena, S. P.	2012	Knowledge, attitude, and practise (KAP) study on HIV/AIDS among HIV patients, care givers and general population in north-eastern part of India.	Monograph
MoH	2010	An update on Human Immune Dejicieney Virus/Acquired Immune Deficiency Syndrome (HIV/AIDS).	Monograph
